data_type,pii_data_point,token,is_active,hash,created_by,modified_by
CITY,"vault:v1:JIt/ETw5DhHjfMemCvlNbPtKxxCcrJ/4liCKb4APfm+rz84=",TKN_A6PKHJGAFTLO_CITY,false,7e9b96c76615c90aa0f29cf32dfed8c8,api,admin
COUNTRY,"vault:v1:N2oxbVchkG1Oya96GRUgqxWgGXYbuvnNh1eSCyLguIt+",TKN_A6PKHJGAFTLO_COUNTRY,false,04c3c3eedfa98c4c6b7890c8968b69e6,api,admin
MIDDLE_NAME,"vault:v1:8C/zCcx3+YOAIshfAIlnBPvYb1nUQi5PVUa+4G+pHCQf",TKN_A6PKHJGAFTLO_MIDDLE_NAME,false,1bef5d182d49399f283584a32197f3e3,api,admin
FIRST_NAME,"vault:v1:NOJP8dNhlyVpnrEN+DLkClMA6H1HS+DKB+PmFknwNmKCtaI=",TKN_AKGRJOXHQTEO_FIRST_NAME,false,bfef309d6187dfe9a8177974c650a1c3,api,api
LAST_NAME,"vault:v1:6NX16n5Bn/iNZJz7zo5Zy6pJicWuF0uM8fn+Lma55CUr",TKN_AKGRJOXHQTEO_LAST_NAME,false,a3751eff608652fd06351e8f941a3e42,api,api
EMAIL,"vault:v1:vHw0zp1oweMQynr/co0aeoGzm3IILN4fvQipWoKRiiDqy6ee4H5syMKNXZ+FJzhnyfKLl6M=",TKN_AKGRJOXHQTEO_EMAIL,false,00d214ed7770147cd86131ba36f8a310,api,api
MOBILE_NUMBER,"vault:v1:+YvQGhqwZupWjqnSSk5DPs/K2DidtiW94YwrVg/PdLOhRfPp4A0=",TKN_AKGRJOXHQTEO_MOBILE_NUMBER,false,54077fb956ceb3b28cbde9a0e99ff044,api,api
DATE_OF_BIRTH,"vault:v1:I199wBMuZtT95z5WChUsGNdRVYJ8Vv05msqViE+dAcJeD/JQAy4=",TKN_AKGRJOXHQTEO_DATE_OF_BIRTH,false,c1f78e855e4baabdaa45211254dba3d9,api,api
ADDRESS,"vault:v1:mJA7sb3Vdj43OyQWV777jMSJnMBarbeYmtjFi0pdqoW9d2xY05/4v4w05AfRLrG9vLeBR154eU+vwXC+S8JKIMu876LHGyrnrnaq",TKN_AKGRJOXHQTEO_ADDRESS,false,ffec25ea266f0a3dc93c4f43ba2dcd17,api,api
CITY,"vault:v1:xdllTaZkkerhHdD6F8Ap7m9VQGJq2ddincwYno4QeEoJhiHL",TKN_AKGRJOXHQTEO_CITY,false,c9b96411796d3f450cdd5583c6ff0ae8,api,api
COUNTRY,"vault:v1:JarBMGhT5jYD7EKBqlSq4fsbHNrbaf/ith2Rtkp8MJzp",TKN_AKGRJOXHQTEO_COUNTRY,false,e47ddfaef7f01dd282fe67f5a165ae52,api,api
PAN_CARD,"vault:v1:Mt9XSAD9bhyeC//rOLWv97GUg5xBsvfjrN0OH4CmZ++ap/uojns=",TKN_AKGRJOXHQTEO_PAN_CARD,false,85866598b1a8d54dbf5250516c2be007,api,api
FIRST_NAME,"vault:v1:kb5OaVD4D8vcJDrePdPIzit/Kh+3DU+oCRXkbEuV8Ec=",TKN_7SM1HY9RKJDW_FIRST_NAME,false,0c3ed566bf50bcd15add7e821a3a37e4,batch_job,user
LAST_NAME,"vault:v1:rCIrBjlxO5JORLWuklBViEM0bOrvfY5n6fcmOzSFTg==",TKN_7SM1HY9RKJDW_LAST_NAME,false,5bcd8e8b143c5beae5eb94cef2c02fe1,batch_job,user
EMAIL,"vault:v1:WsKw+vv5FXjaqh8PjljNKTSorzH6SwEtbR9RFbaBgSp42FbQrx4ruzk6FioIHA==",TKN_7SM1HY9RKJDW_EMAIL,false,c172dc00f963bdce26819309e1ab2e87,batch_job,user
MOBILE_NUMBER,"vault:v1:ee02ugqeUWMo1BUkH7x1PTPqQ2b6V9fTPb9dljEyan/it2uZMKQ=",TKN_7SM1HY9RKJDW_MOBILE_NUMBER,false,1d1570e019ecb7a2370377bc52c71cc9,batch_job,user
DATE_OF_BIRTH,"vault:v1:ul60z8Ybu0eSczTjy5L+wFxjj41j3Yfs5HgtI1DcmL3ImUV3hSo=",TKN_7SM1HY9RKJDW_DATE_OF_BIRTH,false,dd0f65d800db8effda37d86bf9fac470,batch_job,user
ADDRESS,"vault:v1:9mKtGe4SSkEK6XrYqTOFa3HGqIGrkAlwrmXabYvgUNId24bzJfAj/SgeK8jQz2Azeq1x62oA8J6seX0jKh/htQgfKbJBD4W2VPOY6FQe3gByFbZgbsC3yrf1eL0=",TKN_7SM1HY9RKJDW_ADDRESS,false,4172108deeb77f0306a0ea8052d5bc0d,batch_job,user
CITY,"vault:v1:E95uW2x0uTLAM+BAxKidnREbdTXKwrrhNY7QcwCODf2uHg==",TKN_7SM1HY9RKJDW_CITY,false,3d00fa1d4c5f1f317f769138696c1740,batch_job,user
COUNTRY,"vault:v1:2+0GJuwt0koIQT6nO1e4GcRw86at8ALWkYMOaZLXrNZW",TKN_7SM1HY9RKJDW_COUNTRY,false,95c0e21e7a124046f55c0b147980f4ff,batch_job,user
FIRST_NAME,"vault:v1:rOAkiAbJYwLO7dg9gHhi0jsjsnL3o4CxgYVcZTLvmA==",TKN_ID4L913EBHAX_FIRST_NAME,false,0d1f5fa34e72876e5425035a93e8aba6,api,batch_job
LAST_NAME,"vault:v1:ypaiCAojA0gLnQETYM+9H0IICcOTw5SIJeQ/JgiWnWXtdg==",TKN_ID4L913EBHAX_LAST_NAME,false,f8c9e8abb127f0df8a8a247dcb4a44f6,api,batch_job
EMAIL,"vault:v1:HB2+VxgUNsMLfh0EuNg+UVXMjmz9lfW52wU/0bpVXdS05aur48uuN6UKtxePKGMP/gA=",TKN_ID4L913EBHAX_EMAIL,false,d491ee8b29c84e2fa6e563e4a8239451,api,batch_job
MOBILE_NUMBER,"vault:v1:jUV50ctkB/zbXWQu0MQ31zupg/mFYtIMog9DLhtFoBzmg46mXNg=",TKN_ID4L913EBHAX_MOBILE_NUMBER,false,b11334b861dedb9f27590c383c3411f6,api,batch_job
DATE_OF_BIRTH,"vault:v1:v5BRozRiygqWJaTr30r1m8dyWwTAqJAj4MWuCVWAtnYYBuPsH1I=",TKN_ID4L913EBHAX_DATE_OF_BIRTH,false,8a35a42e894e70d0afdc1c1015378f49,api,batch_job
ADDRESS,"vault:v1:j/kpcJBL2D6iUG68EDgflbYXx3rZ1ECezP0OXxmgC3kjGFNr7/FuLbSl6lFptpK0XMIs+G7iAy9q03BgAzLbtdQ7GPWOW7nYhbiWiTdbO8xqKW2hfPk=",TKN_ID4L913EBHAX_ADDRESS,false,b75ddb5df1fa54fadf58243dde64617c,api,batch_job
CITY,"vault:v1:2RojOiu01VlIT84OsSiZrDKUZ5ub+KsXnCeJn2icUvb8zWcb",TKN_ID4L913EBHAX_CITY,false,9609f69105a6fe75ca48abb9c71c2dca,api,batch_job
COUNTRY,"vault:v1:F0fySQIe52XpZZrkrOtkMMjY+p6J4Ia4m3bFeC/csLVe",TKN_ID4L913EBHAX_COUNTRY,false,d4bffc00d634c59cbd21b1d018eb3a57,api,batch_job
FIRST_NAME,"vault:v1:3jsSh0uL/UTq9A0W9Vycsjz+oZFUnFUcslnG94cUp/o5",TKN_5ACG17NH2UNW_FIRST_NAME,false,6ab08deabc518eba2b28aa2dff6a7281,system,batch_job
LAST_NAME,"vault:v1:UETbTAVj88mYQlrg0NxP5Cgk1kBXHGprFFLc3CwhWIyR5A==",TKN_5ACG17NH2UNW_LAST_NAME,false,1508c56986fca19e43cbe0f07805bf91,system,batch_job
EMAIL,"vault:v1:fmHsMbxJEdt58Ah92Vf3U2mOIjo3VdANYMc7WjLGgSYmQS/SR/vfhgSx7dGBYmRqskcd9A==",TKN_5ACG17NH2UNW_EMAIL,false,34de51973ef21fe01855840bb80312e3,system,batch_job
MOBILE_NUMBER,"vault:v1:6EfVwNJzxgoTc0xNNZ8WakTOQkVJ0lz0t3lFUj5vZviTxcONtyI=",TKN_5ACG17NH2UNW_MOBILE_NUMBER,false,43f9cb7c9f8fee87ef2d74de0add8069,system,batch_job
DATE_OF_BIRTH,"vault:v1:EKgAUUluDSfs8TNZL2B3PbySSSWSZA7YoRRcS88kCF8Vyj/qQ/U=",TKN_5ACG17NH2UNW_DATE_OF_BIRTH,false,5644c2af674a692b2c411a55e05148ab,system,batch_job
ADDRESS,"vault:v1:o+gZX0am6Doj38Cq6DlEnY7bwIJlx7LKVvQcdM203lEiYtaApzDo5KhFk5ku+AYqY2HixvvfaLi8qNYZuZqBlO61PoEWYMThOEY3z3w=",TKN_5ACG17NH2UNW_ADDRESS,false,174d870fe5074b02225152854212814c,system,batch_job
CITY,"vault:v1:5T84DwFERpgLWSQ258VxP6f6qHQf5IDqRd65qn0R/BNBeA==",TKN_5ACG17NH2UNW_CITY,false,a9d6f1be663dc4f4db6b6487c62513cb,system,batch_job
COUNTRY,"vault:v1:i6ajnw8Fk6M5GV9a45vAOylGwov7ku1pi1PSCqlyQ9+N",TKN_5ACG17NH2UNW_COUNTRY,false,2dd4f67da9387da2d8a9842b8afb3924,system,batch_job
PASSPORT_NUMBER,"vault:v1:l0r8XQr7h3CvBLzRP2iYUbT2CvOFLZ3GjHA4VX6YsJTQq8CH",TKN_5ACG17NH2UNW_PASSPORT_NUMBER,false,2bd710b47f0111179b224062bf965ee2,system,batch_job
FIRST_NAME,"vault:v1:8fHcYj7LxT/lanNXkoqP8+Q7i3xEzQChxR8Rcl5noac=",TKN_OOFUPTZ8ENFH_FIRST_NAME,true,ff6b29e93bb62e1fbf6716de157191e2,batch_job,batch_job
LAST_NAME,"vault:v1:lswh+OUfvKDe5rqbfuXTjP4rSvS/RQNZA9HUDsV/MQ==",TKN_OOFUPTZ8ENFH_LAST_NAME,true,d7bc1ce943a3c8c85d0958f18712c101,batch_job,batch_job
EMAIL,"vault:v1:hTLn7F/du8hb7Apsl7fzhchlIxj/+aYXhBeKWhHaVTZsTTJF6z5AM+uCEX9oJm3ef2E=",TKN_OOFUPTZ8ENFH_EMAIL,true,2ed155b765cced6a23f7325d3de6e6c2,batch_job,batch_job
MOBILE_NUMBER,"vault:v1:Hk3HIcggSnSDkgxWZjZczjzalY7uB++6/d1V1cgfucXF/h/395M=",TKN_OOFUPTZ8ENFH_MOBILE_NUMBER,true,57dab3de1e7e6a3aaa236a3eca8af6d7,batch_job,batch_job
DATE_OF_BIRTH,"vault:v1:mEu0ZEw5KwArTsJSpmXCs9Oi+xrAZ9d+r0L4ttBBeeflM0luxxs=",TKN_OOFUPTZ8ENFH_DATE_OF_BIRTH,true,e541de6baaf719f78520d429487149fd,batch_job,batch_job
ADDRESS,"vault:v1:SR/p91GJbdPTxfD3Upi6mL5UDF9xVvEQogLongjo471bsU1x3WEyHYL4ZsVAGe11oPa90fGfwcVCnmjEDs5vpl04rTYTmiI/NxOffCPYByY=",TKN_OOFUPTZ8ENFH_ADDRESS,true,40b81a651e7d39e48c804752ac1612ca,batch_job,batch_job
CITY,"vault:v1:HDeBvPre2wW5z12JGGyWtWCG8g1BaUHvSIEDC0VCnyqrag==",TKN_OOFUPTZ8ENFH_CITY,true,e09484a5209ca2825ba9e28285b1cbc5,batch_job,batch_job
COUNTRY,"vault:v1:WlR64n5aa/C6VxifQAvRAnfT5/FYtv2HKhq7FGIKWFgl",TKN_OOFUPTZ8ENFH_COUNTRY,true,2f6cb298e7106cb062651cb272f78c22,batch_job,batch_job
MIDDLE_NAME,"vault:v1:3I+gPkETUz9aqaB/S67r3hVFP1vka9bnxH9PmJsc+zLh",TKN_OOFUPTZ8ENFH_MIDDLE_NAME,true,d15fdf268fd4bdfabd4b9aee6a77aa6a,batch_job,batch_job
PAN_CARD,"vault:v1:keLaOTTCTrXgKVUKc7ZycAnVv0JVPqLSP8r9+hEkn8xsVkbv7l0=",TKN_OOFUPTZ8ENFH_PAN_CARD,true,8d098c042f3d17d9d13b47a15d49d834,batch_job,batch_job
PASSPORT_NUMBER,"vault:v1:DT66yAc8kHI3XiSBFAdVh1pswOFkXOfP0Ukq1MmRAGWlRS+d",TKN_OOFUPTZ8ENFH_PASSPORT_NUMBER,true,33d65c24495af854a184557327b1e021,batch_job,batch_job
FIRST_NAME,"vault:v1:IxsgxsK0kPh3uKjEKko0kKZVX4DNzWJti5wLB352+Hr7Qvc=",TKN_VZB7OGNQ1T5V_FIRST_NAME,true,49cf694083c77801b874e4917bfe7933,api,api
LAST_NAME,"vault:v1:9mQ+a3vc/wPz6wdzxM6n/Yj1e6gm7kEeKIeYFiD/uvyp",TKN_VZB7OGNQ1T5V_LAST_NAME,true,e59757b34ec00dcab9d06a1ae5612d10,api,api
EMAIL,"vault:v1:7FzJVn1oBaNxC881Qry8dznxig3NmUn5r/F2remPt0ITJLqVKAang0W0iDyAVVNqrsk2",TKN_VZB7OGNQ1T5V_EMAIL,true,a0096d0db528a800ae16f6f23c268caa,api,api
MOBILE_NUMBER,"vault:v1:+e8yTBi5zjwlyGIUipT2h1n2/WcsGQyDZD1BkVJlLGVJNLNGAUM=",TKN_VZB7OGNQ1T5V_MOBILE_NUMBER,true,2938220b1d64f64226e3ee8dc1f5f3b8,api,api
DATE_OF_BIRTH,"vault:v1:XHxlHpQvljThUauKopQSfUb/JnMOdJLEAvEVd35t5DnNY+87Fq4=",TKN_VZB7OGNQ1T5V_DATE_OF_BIRTH,true,166a6e7708816b6adf0252bb3f7a976e,api,api
ADDRESS,"vault:v1:uXwbLHZOt1Z+IrdsH0WVqg9GqxT+Yuk2BMdnw/FzsFcGQf7qjZBDscrUJpDWSuhph86k7e5ByIA8PhpL0OS13f0zFvGYm++ZyhJE",TKN_VZB7OGNQ1T5V_ADDRESS,true,6134647c924eddcfd8a66744ac4cb216,api,api
CITY,"vault:v1:tsoc6Nnrl8ytxF52BervftGAppULZ+qVCb3VQN1v7pnBZYpFpw==",TKN_VZB7OGNQ1T5V_CITY,true,e0662ce60be0a854a07d6bb05bf81944,api,api
COUNTRY,"vault:v1:uAi4hSwTxQUPPVNjErExIj0r4nFNKUOwNb7u0JKpf8XQ",TKN_VZB7OGNQ1T5V_COUNTRY,true,5e19c157be647428f0af4f79e37d0176,api,api
FIRST_NAME,"vault:v1:FD0+URSO4/ADXRQrMeelYve1SyyhGR3aZFqsMX+ZG1WEMzla",TKN_OUZHQI0ZJ8M3_FIRST_NAME,true,53281e3682d7abaea4f4b7038874f9b5,system,system
LAST_NAME,"vault:v1:3Z77d0dRCzAG5DhP/0N8hZMjrWsivYRXC70Ur3txqEd4u1E/",TKN_OUZHQI0ZJ8M3_LAST_NAME,true,1917189568bb61514afe48ce352ad446,system,system
EMAIL,"vault:v1:climnVNtC7U7/Rk1LvEDgFGBTIMpsbCI+1FrP8Ns5j3g1XwQvWsTiYe7zPmdXqGzbsbMoeQUP+v7",TKN_OUZHQI0ZJ8M3_EMAIL,true,b1ede7c8f675e50b195cb7a95543cccf,system,system
MOBILE_NUMBER,"vault:v1:xhXzE11LdvWlUUeqaX13/yxnfqIj0IvCZsse3NNn8s69vMd+dP4=",TKN_OUZHQI0ZJ8M3_MOBILE_NUMBER,true,b0c848bd7a19e67988fbc2249cafc1c1,system,system
DATE_OF_BIRTH,"vault:v1:xif0NhborVPupwboJh5LYk5NqdSBvyJhpfO3/sWvBLFGBJ8D35A=",TKN_OUZHQI0ZJ8M3_DATE_OF_BIRTH,true,8c03d11fccc493269c2d36696fb4e596,system,system
ADDRESS,"vault:v1:qNwSs9g6HFA1996g1llC2rwe+QPBb05JNBaK5b8HpvN8ws8vUSayd+gVRDASzstcQuSdVvz2uvUr1C9PQRK+XjdUsQpaghiRVH7bAzkwJvU=",TKN_OUZHQI0ZJ8M3_ADDRESS,true,fbd3dfa8d6a633f7d0cda11b1677613e,system,system
CITY,"vault:v1:qPb7bbk/l5VokpyG+WRgVAIjdBmeiFux0K7kA9EoS454Ed4=",TKN_OUZHQI0ZJ8M3_CITY,true,d45fd92963868b2cef98956f50a090f1,system,system
COUNTRY,"vault:v1:mX/QjLQTSigfynY/Dr6n8+oAHIqSoSZcKqQHnP5E4090",TKN_OUZHQI0ZJ8M3_COUNTRY,true,79f72e4e9d563e7aa6a6ab9f2b0ef80d,system,system
FIRST_NAME,"vault:v1:Cj1SjDp4y9Bph7CMe5X2OYEWiFmz7J4M1d4LcRT04IegA7RR",TKN_WH513IKGKR1C_FIRST_NAME,true,286ffe3a16c3ac87baf9c623bee430f3,admin,user
LAST_NAME,"vault:v1:UwmH4qXzVqWDRJOaCPalLAVslgor+iB1b/goo7l2sgZL0tg=",TKN_WH513IKGKR1C_LAST_NAME,true,d4e7ff2b91152bbe1dbe5d8abc4d3ad1,admin,user
EMAIL,"vault:v1:Z2g0oR6w0AM/zI+S1PEA1UNURqj5LZD6ELBPk9R6IGHESwxUYBpnBenn5egNm5xhjnHCSHmzrbW/tg==",TKN_WH513IKGKR1C_EMAIL,true,e17bfd4d6ab6232144c958c5cb7bbe94,admin,user
MOBILE_NUMBER,"vault:v1:pUPcyzGJmOjR0wIoGTWSjzRK2royDpoGJUStkQ/xkndswwQ4ZG0=",TKN_WH513IKGKR1C_MOBILE_NUMBER,true,be69dc18fc438bc85ae14b2cfe6c1779,admin,user
DATE_OF_BIRTH,"vault:v1:2JhCIwDsTVmczLhDSdqoZYyFQAwX9p6Smp/CsQ16b5n7jk0SMyc=",TKN_WH513IKGKR1C_DATE_OF_BIRTH,true,9e013cc2309566e68377baf91541d97c,admin,user
ADDRESS,"vault:v1:XTrA1/vB9X2MgVdGiFGVN72SM1oiI0YUiGW0mSQ8kd1g+IsYB7q4cM5h0PIRbxmS176TKAMEIhmTnRbQ2LY1CAZOjPpixa8=",TKN_WH513IKGKR1C_ADDRESS,true,d88436a4fe1534ff41dca9fb14b687e4,admin,user
CITY,"vault:v1:ZJ3vUDK8VFLoywbwZQl2RbEifye9YlBxvYyM1SQsHy5iNA==",TKN_WH513IKGKR1C_CITY,true,799a3f36871f1fb1512b10f3fc0a2cbb,admin,user
COUNTRY,"vault:v1:HVnXjJCURDJZDewjY7NrPOZy9JD1HSkKD05gen9SRWRo",TKN_WH513IKGKR1C_COUNTRY,true,da16437608fc0c4c5a33282d123b90a8,admin,user
MIDDLE_NAME,"vault:v1:641E+RxhyxDBOTPt98BWDK9VQNTScadIYVJavg6PNlAh0L9cz8FK",TKN_WH513IKGKR1C_MIDDLE_NAME,true,2a3b404d721d0028c249ecdf68b109f9,admin,user
FIRST_NAME,"vault:v1:3sLHOhJUhvfe+hezJzUpp5Pkcm+LnnjzJpzsGmsBc77a",TKN_K4VY6ENU9Y6L_FIRST_NAME,false,74d2f76407bdacec5c17a3b30046b070,system,admin
LAST_NAME,"vault:v1:oFH8LBnXz1HEAiuCZVeb/ZZlL3CQCaf1/YdgaDKgs9P4SA==",TKN_K4VY6ENU9Y6L_LAST_NAME,false,789e0aa519ed96632a19357755883d2f,system,admin
EMAIL,"vault:v1:HmGq8uoXPX5SlhB6yLN6Lz7hCgjZOxvoY4d/23h+3BqjeHx9ULKYsHxaIkiDcj3qJGJBjQ==",TKN_K4VY6ENU9Y6L_EMAIL,false,cf92708d2fc2ab1d51f1ba89fb9ebef7,system,admin
MOBILE_NUMBER,"vault:v1:VsuUcCOgMwx2teH9CAaI87jOOtCG2MV8HBFSJKUu6BTb+4D+lug=",TKN_K4VY6ENU9Y6L_MOBILE_NUMBER,false,20cc5b9b05ab2adfa3169f0b858e391d,system,admin
DATE_OF_BIRTH,"vault:v1:ncRrKf1J/TUH4WBBlA7LjUeHKih7z6iCnR2Zvv7ZQIDEaSjBhpg=",TKN_K4VY6ENU9Y6L_DATE_OF_BIRTH,false,da3489a9db602bae5f1735948624bce9,system,admin
ADDRESS,"vault:v1:7Dj69fQnoS9BvozHtt+G3OfpMOkAVw37p/bpan83x4WyGc4FfEMU8IYFRzgaSPR+5eox1KtUxmG2gczWlfP8VZsrR1/ljGSW",TKN_K4VY6ENU9Y6L_ADDRESS,false,4a19b1f1afe86da9a584c175c83b2053,system,admin
CITY,"vault:v1:IBWQBk+XS66qUbeNz8Np8/InJFAivmcO9nMI2aH/tTwrD1SX",TKN_K4VY6ENU9Y6L_CITY,false,d5b5eced135f4f05ee2872148d49ea3d,system,admin
COUNTRY,"vault:v1:3R/wb+dvXVMAlXdhtUXXy/YhpMdGez0FIQ9LWAKS95eI",TKN_K4VY6ENU9Y6L_COUNTRY,false,1d924c2829632ef06e8090467822ec13,system,admin
PAN_CARD,"vault:v1:y9ez4TA5zW2T1PqWrkfPrIva55pJRYSCoRBWbp170+s3ZWLhjW8=",TKN_K4VY6ENU9Y6L_PAN_CARD,false,9d0d518dc1522a99a687f5d7d7345700,system,admin
FIRST_NAME,"vault:v1:obwla2GeQvG/WFGwPR5t3U/u3y5ExzOGsmmuLXLEL4Q=",TKN_TVAB34WDX4R7_FIRST_NAME,false,5684d23a5509f72a7c67bd5c6ec77dd7,system,user
LAST_NAME,"vault:v1:Eh6yv3nQmWkCrLFPrXP6Hw6L1opQSr1zl/wEdskKsTY=",TKN_TVAB34WDX4R7_LAST_NAME,false,9960964fa149d745800992131c5e8a81,system,user
EMAIL,"vault:v1:GJyFd5pgdzpv9SI8mCn3UfKTYRa8TOyyX5FKzM7iLduXfaTOsekEJ7kV/uG3uK8eoAZm",TKN_TVAB34WDX4R7_EMAIL,false,fa2f1ac58e8f4582cfd392950f5410dc,system,user
MOBILE_NUMBER,"vault:v1:uu7cQdrBLhXdiwK9clQGSTkoe8X0JDipksFKU5PShm631w6oAng=",TKN_TVAB34WDX4R7_MOBILE_NUMBER,false,8e4db33a8605a3c929c4fa92875f2f36,system,user
DATE_OF_BIRTH,"vault:v1:GYNuXgCrf0UO9XGj93t6ECJe2SVGZIqJmm/+ptQNlHAj1x2b7L0=",TKN_TVAB34WDX4R7_DATE_OF_BIRTH,false,b4047b40443e02536a72261885b2501a,system,user
ADDRESS,"vault:v1:Z3O/7z8Rph7uvb8bs9XzKOiwiNYLPQafBaszwizWfvg8U3ynhGIKhNwOIbl+MuxDzhNNLxEZr51lpPvncwrPLnDl84PgFZCK2k5g9B8=",TKN_TVAB34WDX4R7_ADDRESS,false,b7360262c6918c461a493f93f830144f,system,user
CITY,"vault:v1:ik/yXPJL3czAcddxI/mNo0szkv08Q5ZG3CXdK1rgrSbDsLYDW9o=",TKN_TVAB34WDX4R7_CITY,false,9e111e5cd452aa905536a74d8e7f98c2,system,user
COUNTRY,"vault:v1:qlvxZwiKIHCXhzEeRWZeDp7TUKrAglsM4QZ264nSoNy6",TKN_TVAB34WDX4R7_COUNTRY,false,51020e064f515dbc0ce837099b5d0ea0,system,user
MIDDLE_NAME,"vault:v1:uI8x+ze9sOe01Ic/wSphD70cmG24/9I+PPDxSx3XgEmE2w==",TKN_TVAB34WDX4R7_MIDDLE_NAME,false,f55f91e5aa7f49ff0c456c1f51974f60,system,user
PASSPORT_NUMBER,"vault:v1:JainzmjnGhRgTfuR7HZCDVLyI/hSqeuRihoAYjTb0CgyJlM0",TKN_TVAB34WDX4R7_PASSPORT_NUMBER,false,ebfa6fe06b55045c106d8e826b4d7417,system,user
FIRST_NAME,"vault:v1:vm3JBYu7MFOMz7yC7yZQZRDt5uB0zI/sU5Lm+Le8XIWjSw==",TKN_GGFH0ZJ2P6DS_FIRST_NAME,false,b025861a6857c645520b1162127c13c9,batch_job,batch_job
LAST_NAME,"vault:v1:6ANBsD6CC7ljSsx5+vhFnNY5lj+HwCO/G7Pw5yBREg==",TKN_GGFH0ZJ2P6DS_LAST_NAME,false,487b6f59609b13320c78ded0a9ccb0fa,batch_job,batch_job
EMAIL,"vault:v1:Dt3EFWzxwhnvt4hd+CW8SK8HjbZwTV/C2piona1v7sO1pH3UIwNwJMVhKrfb/WAKGyZ3kg==",TKN_GGFH0ZJ2P6DS_EMAIL,false,fad493535838610e10051008c6c8f8dc,batch_job,batch_job
MOBILE_NUMBER,"vault:v1:2JFs0Gc/+Jxu7slp/uminEGdLDoFVidKeVkZLSb6XUokkSjzLcc=",TKN_GGFH0ZJ2P6DS_MOBILE_NUMBER,false,5c878abbece2f7d0f8fe3d7e55063ef2,batch_job,batch_job
DATE_OF_BIRTH,"vault:v1:3F0Zua593/y7sZnMyssSY+l/Ly84ptzVYC1SrOG0kZwvu/FHCI8=",TKN_GGFH0ZJ2P6DS_DATE_OF_BIRTH,false,9a3e7a5e5b3d72a3f3ffc051f1273efa,batch_job,batch_job
ADDRESS,"vault:v1:mjyPtoBBTf94X3WJP2gcyZW6Rfp0FPtuvC598/C8WfxoNwxx23diQ2vkN93Zdz38nmzgNAJ+P6Nhr/sKVZ14keCmohPDSg++eFXINA==",TKN_GGFH0ZJ2P6DS_ADDRESS,false,7c7c5cb98133d42fc62ac3aac7a4e160,batch_job,batch_job
CITY,"vault:v1:H0jBxBQjnnupg3+p18hcARIxuy8Hht4wYwoHKS6vWdu7ZQ==",TKN_GGFH0ZJ2P6DS_CITY,false,d07d38a116ec785b737f04817f10ed0f,batch_job,batch_job
COUNTRY,"vault:v1:pIoorG9JRnep5UxwxfneK5b6vD+qRYgKzFYMfZoNjxog",TKN_GGFH0ZJ2P6DS_COUNTRY,false,17a3d370440a132415befd492e4ec84c,batch_job,batch_job
FIRST_NAME,"vault:v1:E72GxfoR4/0MJRizrc5Zse6FY6MjqjjCziEOR8Syav97",TKN_SZSMH5XV9MFV_FIRST_NAME,false,380bc8899282757be4b40f9acb61ae29,admin,system
LAST_NAME,"vault:v1:zneIS87fsfY7uLyJjkzuuvH1H+Q6lQq8k6wXX5EB6Q==",TKN_SZSMH5XV9MFV_LAST_NAME,false,84413d2acdbbcb956c3a505329f66623,admin,system
EMAIL,"vault:v1:0CoFT1I7n7Vp8YAymBd0aHtsHmoZ4zrbUKaStOZQuhtezG6SuUqm+VCb3yMW2LlkcSId",TKN_SZSMH5XV9MFV_EMAIL,false,122f449094d89384dda2b1abaf1aa8fd,admin,system
MOBILE_NUMBER,"vault:v1:fl8aUsNC7bMNkZt4hmpP3EfQ0NTwfLqQ0y4xfp2CYAz83OtBzkA=",TKN_SZSMH5XV9MFV_MOBILE_NUMBER,false,f643dc4df1180395ae8568b041ba8525,admin,system
DATE_OF_BIRTH,"vault:v1:UjOPgc8WUx831TBjguupfal3Du/LP5dkhOreB1RjSRMBjdhrU64=",TKN_SZSMH5XV9MFV_DATE_OF_BIRTH,false,2b5919c69a97f4e19e15140adcf18edc,admin,system
ADDRESS,"vault:v1:HSXWQg7sFBZB6BXx06wdMdqBRFeu8jgtzxdxx6+KCi3w158JRQHYaw12jGahqhwceGHnp0vC1gBgMXH7wThwnBHn9hoJfUgDQLEDgZ2u+CVVW8d8Nw==",TKN_SZSMH5XV9MFV_ADDRESS,false,bdefadd218d399070e096053c268e044,admin,system
CITY,"vault:v1:g5er0xVZiEvtBbG32xEIKu66MdJ/8MgY4od2WuZiCeeIfbxe",TKN_SZSMH5XV9MFV_CITY,false,cb962c72997be24184432e51c5f32c90,admin,system
COUNTRY,"vault:v1:pCLMKFTrQPMNsjC0yUZxGjc6UHvaOzhXN+t37WOMEeS7",TKN_SZSMH5XV9MFV_COUNTRY,false,67c16c15a7cff3fd93fe885b9c8a6201,admin,system
FIRST_NAME,"vault:v1:UOdZQ0Hk6O9/I/bgknR3OGhmEpkELrAb/3hJ5JNqXD32pg==",TKN_OI53ZZB9ZMCR_FIRST_NAME,false,44b6618b9a3d0e11776590273d7399b1,user,user
LAST_NAME,"vault:v1:EvUcvAKQwAhctTGdm7khHHJEBgTUTgfnfk/UTTmrRuM=",TKN_OI53ZZB9ZMCR_LAST_NAME,false,136c98f1a4449870e2d573690ac98cd6,user,user
